IOS4quWunuS+iw== |||  个实例 |||  instances
QHBhcmFtIG5hbWUg5LuT5bqT5ZCN56ew77yI5qih57OK5p+l6K+i77yJ ||| @param name 仓库名称（模糊查询） ||| @param name repository name (fuzzy query)
QHBhcmFtIG5hbWUg5Zy65pmv5ZCN56ew ||| @param name 场景名称 ||| @param name scene name
QHBhcmFtIG5hbWUg5qCH562+5ZCN56ew ||| @param name 标签名称 ||| @param name label name
QHBhcmFtIG5hbWUg566X5rOV5ZCN56ew77yI5qih57OK5p+l6K+i77yJ ||| @param name 算法名称（模糊查询） ||| @param name algorithm name (fuzzy query)
QHBhcmFtIG9yZGVyIOaOkuW6j+aWueW8jw== ||| @param order 排序方式 ||| @param order sort order
QHBhcmFtIG9yZGVyQnkg5o6S5bqP5a2X5q61 ||| @param orderBy 排序字段 ||| @param orderBy sort field
QHBhcmFtIHBhZ2UgICAgICAgICAgICAg5YiG6aG15Y+C5pWw ||| @param page             分页参数 ||| @param page             pagination parameters
QHBhcmFtIHBhZ2UgICAgICAgICAg5YiG6aG15Y+C5pWw ||| @param page          分页参数 ||| @param page          pagination parameters
QHBhcmFtIHBhZ2UgICAgICAg5YiG6aG15a+56LGh ||| @param page       分页对象 ||| @param page       pagination object
QHBhcmFtIHBhZ2Ug5YiG6aG15Y+C5pWw ||| @param page 分页参数 ||| @param page pagination parameters
QHBhcmFtIHBhZ2Ug5YiG6aG15a+56LGh ||| @param page 分页对象 ||| @param page pagination object
QHBhcmFtIHBhcmFtcyDlj4LmlbA= ||| @param params 参数 ||| @param params parameters
QHBhcmFtIHBhcmVudElkICDniLbnuqdJRA== ||| @param parentId  父级ID ||| @param parentId  parent ID
QHBhcmFtIHBhcmVudElkIOeItue6p0lE ||| @param parentId 父级ID ||| @param parentId parent ID
QHBhcmFtIHBhcmVudE1hcCDniLbnuqfliIbnu4Q= ||| @param parentMap 父级分组 ||| @param parentMap parent grouping
QHBhcmFtIHBhc3N3b3JkIOWvhueggQ== ||| @param password 密码 ||| @param password password
QHBhcmFtIHBhdGggICAgIOaVsOaNrumbhui3r+W+hA== ||| @param path     数据集路径 ||| @param path     dataset path
QHBhcmFtIHBhdGgg5pWw5o2u6ZuG6Lev5b6E ||| @param path 数据集路径 ||| @param path dataset path
QHBhcmFtIHBhdGgg55uu5b2V6Lev5b6E ||| @param path 目录路径 ||| @param path directory path
QHBhcmFtIHBvc2l0aW9uIOS9jee9rg== ||| @param position 位置 ||| @param position position
QHBhcmFtIHBvc2l0aW9uIOiuvuWkh+S9jee9rg== ||| @param position 设备位置 ||| @param position device position
QHBhcmFtIHByaXZhdGVLZXkgIOengemSpQ== ||| @param privateKey  私钥 ||| @param privateKey  private key
QHBhcmFtIHByb2ZpbGUg546v5aKD5Y+Y6YeP ||| @param profile 环境变量 ||| @param profile environment variable
QHBhcmFtIHByb2dyZXNzIOi/m+W6pueZvuWIhuavlA== ||| @param progress 进度百分比 ||| @param progress progress percentage
QHBhcmFtIHB1YmxpY0tleSAgIOWFrOmSpQ== ||| @param publicKey   公钥 ||| @param publicKey   public key
QHBhcmFtIHF1ZXJ5V3JhcHBlciDmn6Xor6LmnaHku7Y= ||| @param queryWrapper 查询条件 ||| @param queryWrapper query conditions
QHBhcmFtIHJhd1Bhc3N3b3JkIOivt+axguaXtuaPkOS6pOeahOWOn+WvhueggQ== ||| @param rawPassword 请求时提交的原密码 ||| @param rawPassword original password submitted during request
QHBhcmFtIHJlY29yZERhdGUg5pel5pyf ||| @param recordDate 日期 ||| @param recordDate date
QHBhcmFtIHJlbW90ZVNlcnZlciDov5znqIvmnI3liqHlmajphY3nva4= ||| @param remoteServer 远程服务器配置 ||| @param remoteServer remote server configuration
QHBhcmFtIHJlcG9zaXRvcnkg566X5rOV5LuT5bqT5L+h5oGv ||| @param repository 算法仓库信息 ||| @param repository algorithm repository information
QHBhcmFtIHJlcG9zaXRvcnlJZCDku5PlupNJRA== ||| @param repositoryId 仓库ID ||| @param repositoryId repository ID
QHBhcmFtIHJlcG9zaXRvcnlUeXBlIOS7k+W6k+exu+Weiw== ||| @param repositoryType 仓库类型 ||| @param repositoryType repository type
QHBhcmFtIHJlcXVlc3RCb2R5ICDor7fmsYLkvZM= ||| @param requestBody  请求体 ||| @param requestBody  request body
QHBhcmFtIHJlcXVlc3RCb2R5ICDor7fmsYLkvZPvvIjljIXlkKtsYWJlbElkc+aVsOe7hO+8iQ== ||| @param requestBody  请求体（包含labelIds数组） ||| @param requestBody  request body (including labelIds array)
QHBhcmFtIHJlcXVlc3RCb2R5IOivt+axguS9kw== ||| @param requestBody 请求体 ||| @param requestBody request body
QHBhcmFtIHJlc3BvbnNlIEhUVFDlk43lupTlr7nosaE= ||| @param response HTTP响应对象 ||| @param response HTTP response object
QHBhcmFtIHJvbGVJZHMgICAgICDop5LoibJpZOmbhuWQiA== ||| @param roleIds      角色id集合 ||| @param roleIds      role ID set
QHBhcmFtIHNmdHAgICAgICAgIFNGVFDpgJrpgZM= ||| @param sftp        SFTP通道 ||| @param sftp        SFTP channel
QHBhcmFtIHNmdHAgU0ZUUOmAmumBkw== ||| @param sftp SFTP通道 ||| @param sftp SFTP channel
QHBhcmFtIHNpemUg5paH5Lu25aSn5bCP77yI5a2X6IqC77yJ ||| @param size 文件大小（字节） ||| @param size file size (bytes)
QHBhcmFtIHNvdXJjZURldmljZUlkIOa6kOiuvuWkh0lE ||| @param sourceDeviceId 源设备ID ||| @param sourceDeviceId source device ID
QHBhcmFtIHN0YXJ0VGltZSDlkK/liqjml7bpl7Q= ||| @param startTime 启动时间 ||| @param startTime start time
QHBhcmFtIHN0YXJ0VGltZSDlvIDlp4vml7bpl7Q= ||| @param startTime 开始时间 ||| @param startTime start time
QHBhcmFtIHN0YXJ0VGltZSDotbflp4vml7bpl7Q= ||| @param startTime 起始时间 ||| @param startTime start time
QHBhcmFtIHN0YXJ0VGltZUJlZ2luIOW8gOWni+aXtumXtOiMg+WbtOW8gOWniw== ||| @param startTimeBegin 开始时间范围开始 ||| @param startTimeBegin start time range start
QHBhcmFtIHN0YXJ0VGltZUVuZCDlvIDlp4vml7bpl7TojIPlm7Tnu5PmnZ8= ||| @param startTimeEnd 开始时间范围结束 ||| @param startTimeEnd start time range end
QHBhcmFtIHN0YXR1cyAgICAg6K6+5aSH54q25oCB ||| @param status     设备状态 ||| @param status     device status
QHBhcmFtIHN0YXR1cyAgICDnirbmgIE= ||| @param status    状态 ||| @param status    status
QHBhcmFtIHN0YXR1cyDlnLrmma/nirbmgIE= ||| @param status 场景状态 ||| @param status scene status
QHBhcmFtIHN0YXR1cyDmlrDnirbmgIE= ||| @param status 新状态 ||| @param status new status
QHBhcmFtIHN0YXR1cyDnirbmgIE= ||| @param status 状态 ||| @param status status
QHBhcmFtIHN0YXR1cyDorr7lpIfnirbmgIE= ||| @param status 设备状态 ||| @param status device status
QHBhcmFtIHN0b3BUaW1lIOWBnOatouaXtumXtA== ||| @param stopTime 停止时间 ||| @param stopTime stop time
QHBhcmFtIHRhZyAgICAgICAg6K6+5aSH5qCH562+77yI5a6e6ZmF5a+55bqUZGV2aWNlX3R5cGXlrZfmrrXvvIk= ||| @param tag        设备标签（实际对应device_type字段） ||| @param tag        device tag (actually corresponds to the device_type field)
QHBhcmFtIHRhZyDmoIfnrb4= ||| @param tag 标签 ||| @param tag label
QHBhcmFtIHRhZ0lkICAgICDmoIfnrb5JRA== ||| @param tagId     标签ID ||| @param tagId     label ID
QHBhcmFtIHRhZ0lkIOagh+etvklE ||| @param tagId 标签ID ||| @param tagId label ID
QHBhcmFtIHRhZ0lkcyDljp/lp4vmoIfnrb5JROWIl+ihqA== ||| @param tagIds 原始标签ID列表 ||| @param tagIds original label ID list
QHBhcmFtIHRhZ0lkcyDmoIfnrb5JROWIl+ihqA== ||| @param tagIds 标签ID列表 ||| @param tagIds label ID list
QHBhcmFtIHRhZ01hbmFnZW1lbnQg5qCH562+5L+h5oGv ||| @param tagManagement 标签信息 ||| @param tagManagement label information
QHBhcmFtIHRhZ05hbWUgICDmoIfnrb7lkI3np7A= ||| @param tagName   标签名称 ||| @param tagName   label name
QHBhcmFtIHRhZ05hbWUg5qCH562+5ZCN56ew ||| @param tagName 标签名称 ||| @param tagName label name
QHBhcmFtIHRhZ1R5cGUg5qCH562+57G75Z6L ||| @param tagType 标签类型 ||| @param tagType label type
QHBhcmFtIHRhZ1R5cGUg5qCH562+57G75Z6LKG93bi3oh6rmnIksIHB1YmxpYy3lhazlhbEp ||| @param tagType 标签类型(own-自有, public-公共) ||| @param tagType label type (own-owned, public-public)
QHBhcmFtIHRhcmdldERldmljZUlkcyDnm67moIforr7lpIdJROWIl+ihqA== ||| @param targetDeviceIds 目标设备ID列表 ||| @param targetDeviceIds target device ID list
QHBhcmFtIHRhcmdldFBhcmVudElkIOebruagh+eItue6p0lE ||| @param targetParentId 目标父级ID ||| @param targetParentId target parent ID
QHBhcmFtIHRhcmdldFBvc2l0aW9uIOebruagh+S9jee9rg== ||| @param targetPosition 目标位置 ||| @param targetPosition target position
QHBhcmFtIHRhc2tOYW1lIOS7u+WKoeWQjeensA== ||| @param taskName 任务名称 ||| @param taskName task name
QHBhcmFtIHRlbmFudElkICAgICAg56ef5oi357yW5Y+3 ||| @param tenantId      租户编号 ||| @param tenantId      tenant code
QHBhcmFtIHRlbmFudElkICAg56ef5oi3SUQ= ||| @param tenantId   租户ID ||| @param tenantId   tenant ID
QHBhcmFtIHRpbWVTdHJhdGVneSDml7bpl7TnrZbnlaU= ||| @param timeStrategy 时间策略 ||| @param timeStrategy time strategy
QHBhcmFtIHRva2VuUGFyYW1ldGVyIOaOiOadg+WPguaVsA== ||| @param tokenParameter 授权参数 ||| @param tokenParameter authorization parameters
QHBhcmFtIHRvcE1lbnVJZHMg6aG26YOo6I+c5Y2VaWTpm4blkIg= ||| @param topMenuIds 顶部菜单id集合 ||| @param topMenuIds top menu ID set
QHBhcmFtIHRyYWluU3RhdHVzIOiuree7g+eKtuaAgQ== ||| @param trainStatus 训练状态 ||| @param trainStatus training status
QHBhcmFtIHRyYWluVHlwZSDorq3nu4Pnsbvlnos= ||| @param trainType 训练类型 ||| @param trainType training type
QHBhcmFtIHRyYWluaW5nSWQg6K6t57uD5Lu75YqhSUQ= ||| @param trainingId 训练任务ID ||| @param trainingId training task ID
QHBhcmFtIHVzYWdlQ291bnQg5L2/55So5qyh5pWw ||| @param usageCount 使用次数 ||| @param usageCount usage count
QHBhcmFtIHVzZXJJbmZvIOeUqOaIt+S/oeaBrw== ||| @param userInfo 用户信息 ||| @param userInfo user information
QHBhcmFtIHVzZXJuYW1lIOeUqOaIt+WQjQ== ||| @param username 用户名 ||| @param username username
QHBhcmFtIHZhbCDlrZfnrKbkuLLlgLw= ||| @param val 字符串值 ||| @param val string value
QHBhcmFtIHZlcnNpb24g54mI5pys ||| @param version 版本 ||| @param version version
QHBhcmFtIHZsc0FsZ29yaXRobSDmn6Xor6Llj4LmlbA= ||| @param vlsAlgorithm 查询参数 ||| @param vlsAlgorithm query parameters
QHBhcmFtIHZsc0FsZ29yaXRobUFubm90YXRpb24g5p+l6K+i5Y+C5pWw ||| @param vlsAlgorithmAnnotation 查询参数 ||| @param vlsAlgorithmAnnotation query parameters
QHBhcmFtIHZsc0FsZ29yaXRobU1vZGVsIOafpeivouWPguaVsA== ||| @param vlsAlgorithmModel 查询参数 ||| @param vlsAlgorithmModel query parameters
QHBhcmFtIHZsc0FsZ29yaXRobU9yY2hlc3RyYXRpb24g5p+l6K+i5Y+C5pWw ||| @param vlsAlgorithmOrchestration 查询参数 ||| @param vlsAlgorithmOrchestration query parameters
QHBhcmFtIHZsc0FsZ29yaXRobVJlcG9zaXRvcnkg5p+l6K+i5Y+C5pWw ||| @param vlsAlgorithmRepository 查询参数 ||| @param vlsAlgorithmRepository query parameters
QHBhcmFtIHZsc0FsZ29yaXRobVRyYWluaW5nIOafpeivouWPguaVsA== ||| @param vlsAlgorithmTraining 查询参数 ||| @param vlsAlgorithmTraining query parameters
QHBhcmFtIHZsc0FuYWx5c2lzUmVxdWVzdCDmn6Xor6Llj4LmlbA= ||| @param vlsAnalysisRequest 查询参数 ||| @param vlsAnalysisRequest query parameters
QHBhcmFtIHZsc0Fubm90YXRpb25JbWFnZSDmn6Xor6Llj4LmlbA= ||| @param vlsAnnotationImage 查询参数 ||| @param vlsAnnotationImage query parameters
QHBhcmFtIHZsc0Fubm90YXRpb25JbnN0YW5jZSDmn6Xor6Llj4LmlbA= ||| @param vlsAnnotationInstance 查询参数 ||| @param vlsAnnotationInstance query parameters
QHBhcmFtIHZsc0Fubm90YXRpb25MYWJlbCDmn6Xor6Llj4LmlbA= ||| @param vlsAnnotationLabel 查询参数 ||| @param vlsAnnotationLabel query parameters
QHBhcmFtIHZsc0NvbnRhaW5lckluc3RhbmNlIOafpeivouWPguaVsA== ||| @param vlsContainerInstance 查询参数 ||| @param vlsContainerInstance query parameters
QHBhcmFtIHZsc0RldmljZUluZm8g5p+l6K+i5Y+C5pWw ||| @param vlsDeviceInfo 查询参数 ||| @param vlsDeviceInfo query parameters
QHBhcmFtIHZsc0RldmljZVRhZ1JlbGF0aW9uIOafpeivouWPguaVsA== ||| @param vlsDeviceTagRelation 查询参数 ||| @param vlsDeviceTagRelation query parameters
QHBhcmFtIHZsc0V2ZW50TWFuYWdlbWVudCDmn6Xor6Llj4LmlbA= ||| @param vlsEventManagement 查询参数 ||| @param vlsEventManagement query parameters
QHBhcmFtIHZsc1JlbW90ZVNlcnZlcnMg5p+l6K+i5Y+C5pWw ||| @param vlsRemoteServers 查询参数 ||| @param vlsRemoteServers query parameters
QHBhcmFtIHZsc1NjZW5lR292ZXJuYW5jZSDmn6Xor6Llj4LmlbA= ||| @param vlsSceneGovernance 查询参数 ||| @param vlsSceneGovernance query parameters
QHBhcmFtIHZsc1RhZ01hbmFnZW1lbnQg5p+l6K+i5Y+C5pWw ||| @param vlsTagManagement 查询参数 ||| @param vlsTagManagement query parameters
QHBhcmFtIHZsc1RpbWVTdHJhdGVneSDmn6Xor6Llj4LmlbA= ||| @param vlsTimeStrategy 查询参数 ||| @param vlsTimeStrategy query parameters
QHBhcmFtIHZsc1ZpZGVvUmVjb3JkIOafpeivouWPguaVsA== ||| @param vlsVideoRecord 查询参数 ||| @param vlsVideoRecord query parameters
QHBhcmFtIHllYXIg5bm05Lu977yI5Li656m65pe25LiN6ZmQ5Yi277yJ ||| @param year 年份（为空时不限制） ||| @param year year (no limit if empty)
QHJldHVybiDku5PlupPmgLvmlbA= ||| @return 仓库总数 ||| @return total number of repositories
QHJldHVybiDkvb/nlKjmrKHmlbA= ||| @return 使用次数 ||| @return usage count
QHJldHVybiDkvb/nlKjnu5/orqHkv6Hmga8= ||| @return 使用统计信息 ||| @return usage statistics
QHJldHVybiDkv53lrZjnmoTmoIfms6jlrp7kvos= ||| @return 保存的标注实例 ||| @return saved annotation instances
QHJldHVybiDkv53lrZjnu5Pmnpw= ||| @return 保存结果 ||| @return save result
QHJldHVybiDliIbnsbvnu5/orqHkv6Hmga8= ||| @return 分类统计信息 ||| @return classification statistics
QHJldHVybiDliIbpobXnu5Pmnpw= ||| @return 分页结果 ||| @return pagination results
QHJldHVybiDliJvlu7rmiJDlip/nmoTmoIfnrb4= ||| @return 创建成功的标签 ||| @return successfully created label
QHJldHVybiDliJvlu7rmiJDlip/nmoTmqKHlnos= ||| @return 创建成功的模型 ||| @return successfully created model
QHJldHVybiDliJvlu7rnmoTmoIfnrb4= ||| @return 创建的标签 ||| @return created label
QHJldHVybiDliKDpmaTmlbDph48= ||| @return 删除数量 ||| @return deleted quantity
QHJldHVybiDliKDpmaTnu5Pmnpw= ||| @return 删除结果 ||| @return deletion result
QHJldHVybiDliKDpmaTooYzmlbA= ||| @return 删除行数 ||| @return number of deleted rows
QHJldHVybiDliLfmlrDnu5Pmnpw= ||| @return 刷新结果 ||| @return refresh result
QHJldHVybiDlkK/nlKjmlbDph48= ||| @return 启用数量 ||| @return enabled quantity
QHJldHVybiDlkK/nlKjnmoTnrpfms5Xku5PlupPliJfooag= ||| @return 启用的算法仓库列表 ||| @return list of enabled algorithm repositories
QHJldHVybiDlk4HniYzliJfooag= ||| @return 品牌列表 ||| @return brand list
QHJldHVybiDlm57mlL7orrDlvZXliJfooag= ||| @return 回放记录列表 ||| @return playback record list
QHJldHVybiDlnLrmma/msrvnkIbkv6Hmga8= ||| @return 场景治理信息 ||| @return scene governance information
QHJldHVybiDlnLrmma/msrvnkIbliJfooag= ||| @return 场景治理列表 ||| @return scene governance list
QHJldHVybiDlrZDmoIfnrb7liJfooag= ||| @return 子标签列表 ||| @return sub-label list
QHJldHVybiDlrZDoioLngrnliJfooag= ||| @return 子节点列表 ||| @return child node list
QHJldHVybiDlrZjlnKjnmoTmlbDph48= ||| @return 存在的数量 ||| @return existing quantity
QHJldHVybiDlrrnlmajlrp7kvos= ||| @return 容器实例 ||| @return container instance
QHJldHVybiDlrrnlmajlrp7kvovliJfooag= ||| @return 容器实例列表 ||| @return container instance list
QHJldHVybiDlrrnlmajlrp7kvovor6bmg4U= ||| @return 容器实例详情 ||| @return container instance details
QHJldHVybiDlr7zlhaXnu5Pmnpw= ||| @return 导入结果 ||| @return import result
QHJldHVybiDlr7zlh7rmlbDmja4= ||| @return 导出数据 ||| @return exported data
QHJldHVybiDlvILluLjnirbmgIHnmoTlrrnlmajlrp7kvovliJfooag= ||| @return 异常状态的容器实例列表 ||| @return list of container instances in abnormal state
QHJldHVybiDlvZXliLborrDlvZXliJfooag= ||| @return 录制记录列表 ||| @return recording list
QHJldHVybiDlvbHlk43ooYzmlbA= ||| @return 影响行数 ||| @return affected rows
QHJldHVybiDmgLvlpKflsI/vvIjlrZfoioLvvIk= ||| @return 总大小（字节） ||| @return total size (bytes)
QHJldHVybiDmgLvmlbA= ||| @return 总数 ||| @return total count
QHJldHVybiDmiJDlip/orr7nva7nmoTorr7lpIfmlbDph48= ||| @return 成功设置的设备数量 ||| @return number of successfully configured devices
QHJldHVybiDmjqfliLbnu5Pmnpw= ||| @return 控制结果 ||| @return control result
QHJldHVybiDmj5LlhaXmlbDph48= ||| @return 插入数量 ||| @return inserted quantity
QHJldHVybiDmlbDmja7pm4bmlofku7blhoXlrrk= ||| @return 数据集文件内容 ||| @return dataset file content
QHJldHVybiDmlbDmja7pm4bmlofku7blkI0= ||| @return 数据集文件名 ||| @return dataset file name
QHJldHVybiDmlbDph48= ||| @return 数量 ||| @return quantity
QHJldHVybiDmlofku7blhoXlrrk= ||| @return 文件内容 ||| @return file content
QHJldHVybiDmlofku7bliJfooag= ||| @return 文件列表 ||| @return file list
QHJldHVybiDmlofku7blk43lupTkv6Hmga8= ||| @return 文件响应信息 ||| @return file response information
QHJldHVybiDml6XmnJ/liJfooag= ||| @return 日期列表 ||| @return date list
QHJldHVybiDml7bpl7TnrZbnlaU= ||| @return 时间策略 ||| @return time strategy
QHJldHVybiDmmK/lkKbkuLoi5ZCmIg== ||| @return 是否为"否" ||| @return whether it is "No"
QHJldHVybiDmmK/lkKbkuLoi5pivIg== ||| @return 是否为"是" ||| @return whether it is "Yes"
QHJldHVybiDmmK/lkKbkuLrlm77niYfmlofku7Y= ||| @return 是否为图片文件 ||| @return whether it is an image file
QHJldHVybiDmmK/lkKbkv53lrZjmiJDlip8= ||| @return 是否保存成功 ||| @return whether saved successfully
QHJldHVybiDmmK/lkKblgZzmraLmiJDlip8= ||| @return 是否停止成功 ||| @return whether stopped successfully
QHJldHVybiDmmK/lkKbliKDpmaTmiJDlip8= ||| @return 是否删除成功 ||| @return whether deleted successfully
QHJldHVybiDmmK/lkKblkK/liqjmiJDlip8= ||| @return 是否启动成功 ||| @return whether started successfully
QHJldHVybiDmmK/lkKblrZjlnKg= ||| @return 是否存在 ||| @return whether exists
QHJldHVybiDmmK/lkKbmiJDlip8= ||| @return 是否成功 ||| @return whether successful
QHJldHVybiDmmK/lkKbmk43kvZzmiJDlip8= ||| @return 是否操作成功 ||| @return whether operated successfully
QHJldHVybiDmmK/lkKbmm7TmlrDmiJDlip8= ||| @return 是否更新成功 ||| @return whether updated successfully
QHJldHVybiDmmK/lkKbnp7vliqjmiJDlip8= ||| @return 是否移动成功 ||| @return whether moved successfully
QHJldHVybiDmmK/lkKbov57mjqXmiJDlip8= ||| @return 是否连接成功 ||| @return whether connected successfully
QHJldHVybiDmmK/lkKbph43lkK/miJDlip8= ||| @return 是否重启成功 ||| @return whether restarted successfully
QHJldHVybiDmmK/lkKbph43lpI0= ||| @return 是否重复 ||| @return whether duplicated
QHJldHVybiDmm7TmlrDlkI7nmoTmoIfms6jlrp7kvos= ||| @return 更新后的标注实例 ||| @return updated annotation instances
QHJldHVybiDmm7TmlrDlkI7nmoTmoIfnrb4= ||| @return 更新后的标签 ||| @return updated label
QHJldHVybiDmm7TmlrDmiJDlip/nmoTmoIfnrb4= ||| @return 更新成功的标签 ||| @return successfully updated label
QHJldHVybiDmm7TmlrDmlbDph48= ||| @return 更新数量 ||| @return updated quantity
QHJldHVybiDmm7TmlrDnu5Pmnpw= ||| @return 更新结果 ||| @return update result
QHJldHVybiDmm7TmlrDooYzmlbA= ||| @return 更新行数 ||| @return number of updated rows
QHJldHVybiDmnIDlpKfmjpLluo/lj7c= ||| @return 最大排序号 ||| @return maximum sort number
QHJldHVybiDmnInmlYjnmoTmoIfnrb5JROWIl+ihqA== ||| @return 有效的标签ID列表 ||| @return valid label ID list
QHJldHVybiDmnprkuL7lr7nosaE= ||| @return 枚举对象 ||| @return enum object
QHJldHVybiDmoIfms6jliJfooag= ||| @return 标注列表 ||| @return annotation list
QHJldHVybiDmoIfms6jlrp7kvovliJfooag= ||| @return 标注实例列表 ||| @return annotation instances list
QHJldHVybiDmoIfms6jlt6XkvZzph4/nu5/orqHkv6Hmga8= ||| @return 标注工作量统计信息 ||| @return annotation workload statistics
QHJldHVybiDmoIfms6jnirbmgIE= ||| @return 标注状态 ||| @return annotation status
QHJldHVybiDmoIfms6jnirbmgIHnu5/orqHkv6Hmga8= ||| @return 标注状态统计信息 ||| @return annotation status statistics
QHJldHVybiDmoIfms6jnsbvlnovnu5/orqHkv6Hmga8= ||| @return 标注类型统计信息 ||| @return annotation type statistics
QHJldHVybiDmoIfms6jov5vluqbnu5/orqHkv6Hmga8= ||| @return 标注进度统计信息 ||| @return annotation progress statistics
QHJldHVybiDmoIfnrb5JROWIl+ihqA== ||| @return 标签ID列表 ||| @return label ID list
QHJldHVybiDmoIfnrb7kvb/nlKjnu5/orqE= ||| @return 标签使用统计 ||| @return label usage statistics
QHJldHVybiDmoIfnrb7kv6Hmga/liJfooag= ||| @return 标签信息列表 ||| @return label information list
QHJldHVybiDmoIfnrb7liJfooag= ||| @return 标签列表 ||| @return label list
QHJldHVybiDmoIfnrb7moJE= ||| @return 标签树 ||| @return label tree
QHJldHVybiDmoIfnrb7or6bnu4bkv6Hmga8= ||| @return 标签详细信息 ||| @return label details
QHJldHVybiDmoJHlvaLnu5PmnoQ= ||| @return 树形结构 ||| @return tree structure
QHJldHVybiDmoLnnuqfmoIfnrb7liJfooag= ||| @return 根级标签列表 ||| @return root level label list
QHJldHVybiDmoLzlvI/ljJblkI7nmoTmlofku7blpKflsI8= ||| @return 格式化后的文件大小 ||| @return formatted file size
QHJldHVybiDmqKHlnovliJfooag= ||| @return 模型列表 ||| @return model list
QHJldHVybiDmqKHlnovmlbDph48= ||| @return 模型数量 ||| @return model quantity
QHJldHVybiDmqKHlnovmlofku7bot6/lvoQ= ||| @return 模型文件路径 ||| @return model file path
QHJldHVybiDmraPlnKjorq3nu4PnmoTku7vliqHliJfooag= ||| @return 正在训练的任务列表 ||| @return list of training tasks
QHJldHVybiDnpoHnlKjmlbDph48= ||| @return 禁用数量 ||| @return disabled quantity
QHJldHVybiDnrYnlvoXkuK3nmoTku7vliqHliJfooag= ||| @return 等待中的任务列表 ||| @return list of waiting tasks
QHJldHVybiDnrpfms5Xku5PlupPliJfooag= ||| @return 算法仓库列表 ||| @return algorithm repository list
QHJldHVybiDnrpfms5XliJfooag= ||| @return 算法列表 ||| @return algorithm list
QHJldHVybiDnrpfms5XmlbDph48= ||| @return 算法数量 ||| @return algorithm quantity
QHJldHVybiDnrpfms5XmqKHlnos= ||| @return 算法模型 ||| @return algorithm model
QHJldHVybiDnrpfms5XmqKHlnovliJfooag= ||| @return 算法模型列表 ||| @return algorithm model list
QHJldHVybiDnrpfms5Xorq3nu4Pku7vliqE= ||| @return 算法训练任务 ||| @return algorithm training task
QHJldHVybiDnrpfms5Xorq3nu4Pku7vliqHpm4blkIg= ||| @return 算法训练任务集合 ||| @return algorithm training task collection
QHJldHVybiDnsbvlnovnu5/orqHkv6Hmga8= ||| @return 类型统计信息 ||| @return type statistics
QHJldHVybiDnu5Pmnpw= ||| @return 结果 ||| @return result
QHJldHVybiDnu5/orqHkv6Hmga8= ||| @return 统计信息 ||| @return statistics
QHJldHVybiDnu5/orqHnu5Pmnpw= ||| @return 统计结果 ||| @return statistical results
QHJldHVybiDop4bpopHmtYHkv6Hmga8= ||| @return 视频流信息 ||| @return video stream information
QHJldHVybiDop6Plr4blkI7nmoTlr4bnoIE= ||| @return 解密后的密码 ||| @return decrypted password
QHJldHVybiDop6PmnpDlkI7nmoTmlbDmja4= ||| @return 解析后的数据 ||| @return parsed data
QHJldHVybiDorq3nu4Pku7vliqHliJfooag= ||| @return 训练任务列表 ||| @return training task list
QHJldHVybiDorq3nu4Pku7vliqHor6bmg4U= ||| @return 训练任务详情 ||| @return training task details
QHJldHVybiDorr7lpIdJROWIl+ihqA== ||| @return 设备ID列表 ||| @return device ID list
QHJldHVybiDorr7lpIfkv6Hmga8= ||| @return 设备信息 ||| @return device information
QHJldHVybiDorr7lpIfkv6Hmga/liIbpobXliJfooag= ||| @return 设备信息分页列表 ||| @return paginated list of device information
QHJldHVybiDorr7lpIfkv6Hmga/liJfooag= ||| @return 设备信息列表 ||| @return device information list
QHJldHVybiDorr7lpIfliJfooag= ||| @return 设备列表 ||| @return device list
QHJldHVybiDorr7lpIfmlbDph48= ||| @return 设备数量 ||| @return device quantity
QHJldHVybiDorr7lpIfmoIfnrb7lhbPogZTliJfooag= ||| @return 设备标签关联列表 ||| @return device tag relation list
QHJldHVybiDorr7lpIfnsbvlnovliJfooag= ||| @return 设备类型列表 ||| @return device type list
QHJldHVybiDor4TkvLDnu5Pmnpw= ||| @return 评估结果 ||| @return evaluation results
QHJldHVybiDovazmjaLlkI7nmoQgTG9uZyDlgLzvvIzlpoLmnpzovazmjaLlpLHotKXliJnov5Tlm54gbnVsbA== ||| @return 转换后的 Long 值，如果转换失败则返回 null ||| @return converted Long value, or null if conversion fails
